Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
3,Igor,Ozhiganov,2259,1872,D,SKA,27,900000,0,No,13.10.1992,Krasnogorsk,Russia,Russia,0,0,14418,0,0,Pale,Not Tucked In,No,Yes,Nike,TPS (Louisville) Red-lite,Mission
4,Mikhail,Pashnin,5651,2304,D,SKA,33,600000,0,No,11.05.1989,?????????,Russia,Russia,2009,200,14341,14341,14341,Pale,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
5,Andrei,Pedan,2520,970,D,SKA,37,600000,1,No,07.07.1993,Kaunas,Lithuania,Russia,2011,63,13630,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
6,Alexander,Nikishin,2060,4727,D,SKA,55,200000,1,Yes,02.10.2001,"",Russia,Russia,2020,69,1750,0,0,White,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,Bauer 8090
7,Stepan,Falkovsky,1259,4843,D,SKA,77,100000,0,Yes,18.12.1996,Minsk,Belarus,Belarus,2016,186,2980,0,0,Pale,Right Side,No,Yes,Itech,Bauer Vapor XX,Bauer Vapor XXX
8,Georgy,Solyannikov,4075,4839,D,SKA*,0,100000,1,Yes,01.05.1995,"",Russia,Russia,0,0,1677,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
9,Arseny,Brinkman,1733,2321,D,SKA*,0,100000,1,Yes,03.10.2000,"",Russia,Russia,0,0,2999,0,0,Pale,Not Tucked In,No,Yes,Itech,Easton Classic X,Graf
10,Grigory,Vashchenko,1294,560,D,SKA*,0,200000,0,No,29.01.1995,?????-?????????,Russia,Russia,0,0,13946,0,0,Pale,Not Tucked In,No,Yes,Jofa,Bauer Vapor XX,Bauer Vapor XXX
11,Ilya,Nazarevich,1166,4535,D,SKA*,0,200000,0,Yes,26.05.1992,"",Russia,Russia,0,0,7064,0,0,White,Not Tucked In,No,Yes,CCM,Easton Synergy,CCM
12,Oscar,Fantenberg,3804,4260,D,SKA*,7,650000,0,No,07.10.1991,Ljunby,Sweden,Sweden,0,0,16242,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,CCM
13,Mat,Robinson,2043,1185,D,SKA*,37,1000000,1,No,20.06.1986,???????,Alberta,Canada,0,0,15758,9613,9613,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
14,Mikko,Lehtonen,3120,4392,D,SKA*,46,700000,0,No,16.01.1994,Turku,Finland,Finland,0,0,11063,0,0,Pale,Not Tucked In,No,Yes,CCM,Easton Classic X,Bauer Vapor XXX
15,Vladislav,Gavrikov,2628,1083,D,SKA*,46,2400000,1,No,21.11.1995,Yaroslavl,Russia,Russia,2015,159,13925,0,0,White,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Easton
16,Georgy,Berdyukov,4372,1219,D,SKA*,49,400000,1,No,19.08.1991,?????????,Russia,Russia,0,0,16360,16360,16360,Pale,Not Tucked In,No,Yes,Bauer,TPS (Louisville) Red-lite,CCM
17,Kirill,Kirsanov,3353,2266,D,SKA*,78,100000,0,Yes,19.09.2002,"",Russia,Russia,0,0,2997,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Yury,Alexandrov,415,2935,D,SPK,2,900000,0,No,24.06.1988,?????????,Russia,Russia,2006,37,14005,11030,11030,White,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Bauer Vapor XXX
2,Brandon,Gormley,280,3543,D,SPK,3,825000,0,Yes,18.02.1992,Murray River,Pennsylvania,Canada,2010,13,12765,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
3,Vadim,Kudako,2211,3917,D,SPK,11,400000,1,Yes,24.02.1997,?????????,Russia,Russia,0,0,10595,0,0,Pale,Not Tucked In,No,Yes,Nike,Bauer Vapor XX,Bauer Vapor XXX
4,Nikita,Ushnev,6306,5643,D,SPK,19,0,0,No,28.04.1994,"",Russia,Russia,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
5,Nikolai,Demidov,3548,1148,D,SPK,21,300000,0,No,16.11.1995,????????,Russia,Russia,0,0,11092,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
6,Nikita,Vashchenko,256,4084,D,SPK,22,350000,1,Yes,01.03.2001,??????????,Russia,Russia,0,0,14249,14249,14249,White,Not Tucked In,No,Yes,Itech,CCM Vector V110,Easton
7,Fyodor,Kroschinski,6307,5644,D,SPK,55,0,0,No,27.03.2002,"",Russia,Russia,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
8,Nikita,Pivtsakin,4684,2293,D,SPK,55,900000,0,No,23.07.1991,????,Russia,Russia,0,0,14343,14343,14343,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,CCM
9,Joe,Morrow,2535,806,D,SPK,70,900000,0,No,09.12.1992,Edmonton,Alberta,Canada,2011,23,13907,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
10,Danila,Galenyuk,1375,4444,D,SPK,79,100000,1,Yes,11.02.2000,Tyumen,Russia,Russia,0,0,11758,0,0,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,CCM
11,Artyom S.,Maltsev,2781,2543,D,SPK*,3,100000,0,Yes,27.03.1998,St.Petersburg,Russia,Russia,0,0,11751,0,0,Pale,Not Tucked In,No,Yes,Itech,Easton Classic X,Bauer Vapor XXX
12,Alexander,Budkin,3081,2387,D,SPK*,7,200000,1,No,08.09.1986,?????????,Russia,Russia,0,0,14031,14031,14031,White,Right Side,No,Yes,Nike,TPS (Louisville) Red-lite,Bauer 8090
13,David,Rundblad,5814,1607,D,SPK*,7,600000,0,No,08.10.1990,Lycksele,Sweden,Sweden,2009,17,9262,0,0,Pale,Not Tucked In,No,Yes,Jofa,Easton Synergy,CCM
14,Vadim,Khomitsky,4742,3076,D,SPK*,25,600000,0,No,21.07.1982,???????????,Russia,Russia,2000,123,8186,11216,11216,White,Not Tucked In,No,Yes,Nike,CCM Vector V110,Graf
15,Alexander,Titov,4702,2188,D,SPK*,43,100000,0,No,21.06.1991,??????,Russia,Russia,0,0,15352,11472,11472,Pale,Not Tucked In,No,Yes,Nike,TPS (Louisville) Red-lite,Easton
16,Alexei,Petrov,4859,899,D,SPK*,47,400000,0,No,01.02.1983,????,Russia,Russia,0,0,8302,11360,11360,Pale,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Bauer Vapor XXX
17,Vladislav,Valentsov,1672,3221,D,SPK*,56,300000,2,Yes,15.09.1996,"",Russia,Russia,0,0,2250,0,0,Pale,Not Tucked In,No,Yes,Itech,Sher-Wood Solid Gold,Graf
18,Daniil,Miromanov,2110,4840,D,SPK*,62,300000,0,Yes,11.07.1997,"",Russia,Russia,0,0,2970,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
19,Ivan,Vorobyov,4819,3333,D,SPK*,66,100000,0,Yes,01.08.1996,?????? ?????,Russia,Russia,0,0,10655,11507,11507,Pale,Not Tucked In,No,Yes,Nike,Easton Classic X,Graf
20,Janis,Jaks,2159,4403,D,SPK*,72,200000,0,No,22.08.1995,Riga,Latvia,Latvia,0,0,11054,0,0,White,Not Tucked In,No,Yes,CCM,CCM Vector V110,CCM
21,Oleg,Pogorishny,2204,1814,D,SPK*,75,100000,0,No,17.08.1994,??????,Russia,Russia,0,0,10578,0,0,Pale,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Artyom,Serikov,3275,564,D,KHM,3,100000,0,Yes,28.12.2000,"",Russia,Russia,0,0,1692,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
2,Semyon,Ruchkin,2402,1409,D,KHM,32,100000,1,Yes,04.11.1996,????,Russia,Russia,0,0,2778,0,0,White,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,Easton
3,Yegor,Savikov,6043,5391,D,KHM,34,0,0,No,24.11.2002,"",Russia,Russia,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
4,Joey,Keane,5779,4906,D,KHM,44,300000,0,Yes,02.07.1999,Chicago,Illinois,USA,2018,88,15579,0,0,Pale,Not Tucked In,No,Yes,Nike,TPS (Louisville) Red-lite,Bauer Vapor XXX
5,Dmitry,Vishnevsky,5593,2512,D,KHM,55,400000,0,No,30.01.1990,??????????,Russia,Russia,0,0,14244,0,0,White,Not Tucked In,No,Yes,Nike,Easton Synergy,Nike
6,Maxim,Chudinov,4901,2925,D,KHM,73,900000,0,No,25.03.1990,?????????,Russia,Russia,2010,195,8345,11096,11096,Pale,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Bauer Vapor XXX
7,Alexei,Emelin,2294,248,D,KHM,74,1100000,1,No,25.04.1986,Togliatti,Russia,Russia,2004,84,8065,11116,11116,White,Not Tucked In,No,Yes,Jofa,Easton Classic X,Graf
8,Alexander,Pelevin,295,4340,D,KHM*,0,0,0,Yes,15.02.1996,Moskow,Russia,Russia,0,0,16125,0,0,White,Not Tucked In,No,Yes,Itech,Sher-Wood Solid Gold,Easton
9,Akim,Trishin,2028,4726,D,KHM*,0,100000,0,Yes,16.08.1999,"",Russia,Russia,0,0,1751,0,0,Pale,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,Bauer 8090
10,Maxim,Afanasyev,2045,4439,D,KHM*,0,100000,1,Yes,11.01.1998,Yaroslavl,Russia,Russia,0,0,10754,0,0,Pale,Not Tucked In,No,Yes,Jofa,Bauer Vapor XX,Bauer 8090
11,Nikita A.,Sokolov,788,562,D,KHM*,0,100000,1,Yes,02.11.1998,"",Russia,Russia,0,0,1693,0,0,White,Not Tucked In,No,Yes,Jofa,Easton Classic X,Bauer 8090
12,Pavel S.,Medvedev,5037,3899,D,KHM*,0,200000,1,No,17.10.1995,????????,Russia,Russia,0,0,10574,11301,11301,Pale,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,CCM
13,Artyom An.,Volkov,1940,4607,D,KHM*,2,100000,0,No,26.07.1999,"",Russia,Russia,0,0,3721,0,0,White,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Bauer 8090
14,Emil,Djuse,952,4829,D,KHM*,3,500000,0,Yes,27.10.1993,Ostersund,Sweden,Sweden,0,0,10693,0,0,Pale,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,Bauer Vapor XXX
15,Vitaly,Novopashin,4984,3117,D,KHM*,4,400000,1,No,28.09.1978,????-???????????,Kazakstan,Kazakstan,0,0,8430,11338,11338,Pale,Back,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
16,Patrik,Hersley,5224,1120,D,KHM*,6,1100000,0,No,23.06.1986,??????,Sweden,Sweden,2005,139,8674,10671,10671,Pale,Not Tucked In,No,Yes,Itech,Easton Synergy,CCM
17,Jakub,Jerabek,2024,4216,D,KHM*,15,600000,0,No,12.05.1991,??????,Czech Republic,Czech Republic,0,0,15459,0,0,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
18,Alexei,Grishin,2199,890,D,KHM*,18,200000,0,No,28.09.1988,??????,Russia,Russia,0,0,14085,11161,11161,Pale,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
19,Tobias,Viklund,2406,1596,D,KHM*,18,400000,0,No,08.05.1986,????????,Sweden,Sweden,0,0,6175,8561,8561,White,Not Tucked In,No,Yes,Bauer,TPS (Louisville) Red-lite,Bauer 8090
20,Mikhail,Mamkin,2330,2071,D,KHM*,23,300000,2,No,07.08.1990,??????,Russia,Russia,0,0,13410,0,0,Pale,Not Tucked In,No,Yes,Bauer,Easton Synergy,Easton
21,Jakub,Krejcik,4467,2650,D,KHM*,36,150000,0,No,25.06.1991,?????,Czech Republic,Czech Republic,0,0,13929,0,0,Pale,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Bauer Vapor XXX
22,Vsevolod,Sorokin,4839,2223,D,KHM*,40,200000,0,Yes,29.10.1993,??????,Russia,Russia,0,0,14765,0,0,White,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,Easton
23,Andrei,Kuteikin,5754,3302,D,KHM*,45,900000,1,No,30.09.1984,???????,Russia,Russia,0,0,9202,11267,11267,White,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,Bauer 8090
24,Kirill,Gavrilychev,968,2335,D,KHM*,49,100000,1,No,21.02.1989,?????????,Russia,Russia,0,0,14760,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
25,Ivan,Kruglikov,5596,2875,D,KHM*,66,100000,0,Yes,16.08.1996,Kohtla-Jarve,Estonia,Russia,0,0,10636,0,0,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer 8090
26,Yuri,Kozlovsky,3701,4451,D,KHM*,70,300000,1,No,29.06.1994,Moscow,Russia,Russia,0,0,11775,0,0,Pale,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Easton
27,Tim,Heed,3192,1626,D,KHM*,72,500000,0,Yes,27.01.1991,Gothenburg,Sweden,Sweden,2010,132,13006,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
28,Ivan,Vishnevsky,233,2867,D,KHM*,79,600000,0,No,18.02.1988,???????,Russia,Russia,2006,27,2724,0,0,Pale,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Bauer Vapor XXX
29,Sergei,Morozov,5667,2458,D,KHM*,92,100000,1,Yes,02.01.1997,??????,Russia,Russia,0,0,11753,0,0,Pale,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,CCM
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Georgy,Misharin,5738,2945,D,NVG,15,500000,0,No,26.06.1985,????????????,Russia,Russia,2003,207,9186,11314,11314,White,Not Tucked In,No,Yes,Bauer,Easton Classic X,Graf
2,Anton,Sizov,3918,2506,D,NVG,36,100000,0,Yes,24.07.1995,???????,Russia,Russia,0,0,13930,0,0,White,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Bauer Vapor XXX
3,Kirill,Steklov,2767,2630,D,NVG,42,100000,0,Yes,30.03.2002,"",Russia,Russia,0,0,15154,0,0,White,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,CCM
4,Maxim,Fedotov,6309,5646,D,NVG,65,0,0,No,22.01.2002,"",Russia,Russia,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
5,Daniil,Bokun,2564,3469,D,NVG,72,100000,0,Yes,24.07.1996,?????,Belarus,Belarus,0,0,11650,0,0,White,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Easton
6,Mikhail,Orlov,4176,1462,D,NVG,74,300000,0,No,21.09.1992,??????,Russia,Russia,0,0,11766,11344,11344,White,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,CCM
7,Mark,Marin,4333,2240,D,NVG,96,100000,1,No,15.07.1996,????????,Russia,Russia,0,0,1698,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
8,Kirill,Melyakov,1300,4471,D,NVG*,3,300000,1,No,21.12.1997,Yaroslavl,Russia,Russia,0,0,11769,0,0,Pale,Not Tucked In,No,Yes,Jofa,Easton Synergy,Graf
9,Ildar,Valeyev,4924,3460,D,NVG*,6,300000,0,No,29.11.1991,???????????,Russia,Russia,0,0,13961,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
10,Nikita,Bobryashov,828,1459,D,NVG*,8,100000,1,No,10.10.1995,????????,Russia,Russia,0,0,11078,0,0,Pale,Not Tucked In,No,Yes,CCM,CCM Vector V110,CCM
11,Theodor,Lennstrom,3110,727,D,NVG*,8,400000,0,Yes,08.08.1994,Stockholm,Sweden,Sweden,0,0,12383,0,0,White,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,Nike
12,Gleb,Ivanov,6130,5468,D,NVG*,12,0,0,No,06.02.2003,"",Russia,Russia,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
13,Dmitry,Rodionychev,922,616,D,NVG*,19,100000,2,Yes,12.01.1999,???????,Russia,Russia,0,0,11953,0,0,Pale,Not Tucked In,No,Yes,CCM,Easton Synergy,Graf
14,Yegor,Kharchenko,6144,5481,D,NVG*,23,0,0,No,06.01.2002,"",Russia,Russia,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
15,Alexander A.,Pelevin,2627,5029,D,NVG*,24,100000,2,Yes,16.05.2004,"",Russia,Russia,0,0,15171,0,0,White,Not Tucked In,No,Yes,Bauer,Easton Synergy,Bauer Vapor XXX
16,Anton,Volchenkov,2081,451,D,NVG*,24,900000,0,No,25.02.1982,??????,Russia,Russia,2000,21,1027,543,543,Pale,Not Tucked In,No,Yes,Itech,Easton Classic X,Graf
17,Tomas,Kundratek,4505,632,D,NVG*,25,600000,0,No,26.12.1989,???????,Czech Republic,Czech Republic,2008,90,7973,0,0,White,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,Graf
18,Mikhail,Kozlov,3104,550,D,NVG*,26,100000,0,Yes,25.05.1999,"",Russia,Russia,0,0,3732,0,0,White,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Bauer Vapor XXX
19,Evgeny,Kurbatov,2991,4112,D,NVG*,28,200000,0,No,18.05.1988,????????????,Russia,Russia,0,0,14134,14134,14134,Pale,Not Tucked In,No,Yes,CCM,Easton Synergy,CCM
20,Yegor,Ogiyenko,389,4529,D,NVG*,32,100000,0,No,10.03.1996,"",Russia,Russia,0,0,7073,0,0,White,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,CCM
21,Ilya,Kolganov,4639,3813,D,NVG*,32,200000,1,Yes,26.09.1996,??????,Russia,Russia,0,0,15343,0,0,White,Not Tucked In,No,Yes,Itech,TPS (Louisville) Red-lite,Easton
22,Dmitry,Shulenin,1359,3252,D,NVG*,33,100000,1,Yes,11.12.1995,??????,Russia,Russia,0,0,10566,0,0,Pale,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
23,Nikolai,Lukyanchikov,399,4081,D,NVG*,37,300000,0,No,23.05.1989,?????,Russia,Russia,0,0,14147,0,0,White,Not Tucked In,No,Yes,Jofa,Bauer Vapor XX,Bauer Vapor XXX
24,Artyom,Stupnikov,2264,4150,D,NVG*,57,100000,0,Yes,01.11.1997,?????????,Russia,Russia,0,0,10458,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
25,Roman,Derlyuk,509,213,D,NVG*,78,400000,1,No,27.10.1986,?????-?????????,Russia,Russia,2006,164,14048,14048,14048,White,Back,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Pyotr,Yasinsky,4481,909,D,CYK,9,100000,0,Yes,22.07.2000,?????????,Russia,Russia,0,0,1756,0,0,Pale,Not Tucked In,No,Yes,CCM,Easton Synergy,Bauer Vapor XXX
2,Alexander,Kirpichnikov,227,280,D,CYK,21,100000,2,Yes,21.07.2001,"",Russia,Russia,0,0,1695,0,0,Pale,Not Tucked In,No,Yes,Itech,Bauer Vapor XX,Bauer Vapor XXX
3,Artyom,Blazhiyevsky,2473,3807,D,CYK,24,200000,0,No,20.03.1994,??????,Russia,Russia,0,0,13585,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
4,Roman,Manukhov,5630,1136,D,CYK,26,200000,0,No,11.03.1994,????????????,Russia,Russia,0,0,13996,0,0,Pale,Not Tucked In,No,Yes,Nike,TPS (Louisville) Red-lite,Mission
5,Alexander,Bryntsev,5654,3125,D,CYK,28,200000,1,No,21.05.1995,???????,Russia,Russia,0,0,13577,0,0,White,Back,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
6,Albert,Yarullin,4149,2232,D,CYK,33,500000,0,No,03.05.1993,??????,Russia,Russia,0,0,13398,0,0,White,Not Tucked In,No,Yes,Itech,Easton Synergy,Bauer 8090
7,Sergei,Telegin,5794,3091,D,CYK,72,200000,1,Yes,21.09.2000,Chelyabinsk,Russia,Russia,0,0,2987,0,0,Pale,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,Bauer Vapor XXX
8,Igor,Isayev,1721,4473,D,CYK,79,550000,0,No,08.08.1995,Chelyabinsk,Russia,Russia,0,0,11760,0,0,Pale,Not Tucked In,No,Yes,Itech,CCM Vector V110,Graf
9,Robert,Hamilton,341,4597,D,CYK,84,100000,0,No,31.03.1994,Calgary,Canada,Canada,0,0,7057,0,0,White,Left Side,No,Yes,Nike,Easton Synergy,Bauer Vapor XXX
10,Ilya,Karpukhin,5220,4345,D,CYK,89,200000,0,No,13.07.1998,?????????,Russia,Russia,0,0,11969,0,0,Pale,Not Tucked In,No,Yes,Jofa,Bauer Vapor XX,Nike
11,Gleb,Babintsev,2082,4762,D,CYK*,0,100000,0,Yes,08.01.2000,"",Russia,Russia,0,0,1815,0,0,White,Not Tucked In,No,Yes,CCM,CCM Vector V110,Bauer Vapor XXX
12,Bogdan,Zhilyakov,3870,861,D,CYK*,0,100000,1,Yes,06.04.2000,?????????,Russia,Russia,0,0,1757,0,0,White,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,Nike
13,Konstantin,Klimontov,496,4375,D,CYK*,0,200000,1,No,15.10.1990,?????????,Russia,Russia,0,0,14182,14182,14182,Pale,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
14,Adam,Almquist,573,1521,D,CYK*,5,350000,0,No,27.02.1991,?????????,Sweden,Sweden,2009,210,14894,0,0,White,Not Tucked In,No,Yes,Itech,Bauer Vapor XX,CCM
15,Mark,Rubinchik,3966,1096,D,CYK*,6,100000,0,Yes,21.03.1999,"",Russia,Russia,0,0,1795,0,0,White,Not Tucked In,No,Yes,Bauer,Easton Synergy,Nike
16,Danil,Mamayev,3424,163,D,CYK*,9,100000,1,No,11.01.1998,????????????,Russia,Russia,0,0,11977,0,0,White,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Bauer Vapor XXX
17,Andrei,Kolesnikov,3600,3792,D,CYK*,11,200000,1,No,26.02.1989,???????,Russia,Russia,0,0,14110,14110,14110,White,Not Tucked In,No,Yes,Nike,Easton Synergy,Bauer Vapor XXX
18,Alexander,Mikulovich,2219,1871,D,CYK*,15,100000,1,Yes,01.07.1996,?????????,Russia,Russia,0,0,11984,0,0,Pale,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Mission
19,Alexander,Shepelev,3569,1967,D,CYK*,16,100000,0,Yes,17.03.1998,"",Russia,Russia,0,0,1806,0,0,White,Not Tucked In,No,Yes,CCM,Easton Synergy,Bauer 8090
20,Alexander,Shinin,4897,2920,D,CYK*,16,500000,1,No,07.01.1984,?????????,Russia,Russia,0,0,8341,11427,11427,White,Not Tucked In,No,Yes,Nike,Bauer Vapor XX,CCM
21,Yegor,Artamonov,4009,3037,D,CYK*,28,200000,1,No,28.08.1989,?????????,Russia,Russia,0,0,14780,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
22,Nick,Bailen,2755,2685,D,CYK*,55,700000,1,No,12.12.1989,Fredonia,New York,Belarus,0,0,11228,0,0,Pale,Not Tucked In,No,Yes,Itech,Easton Synergy,Graf
23,Mikhail,Flyagin,4493,1167,D,CYK*,65,100000,1,Yes,10.05.1993,????????,Russia,Russia,0,0,14783,0,0,Pale,Not Tucked In,No,Yes,Nike,Bauer Vapor XX,Bauer 8090
24,Evgeny,Petrikov,255,10,D,CYK*,69,100000,0,No,26.01.1995,?????????,Russia,Russia,0,0,16128,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer 8090
25,Alexander,Yakovenko,5273,4351,D,CYK*,75,0,0,Yes,22.02.1998,Karaganda,Kazakstan,Russia,0,0,16140,0,0,White,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,Bauer Vapor XXX
26,Dmitry,Ogurtsov,3246,3258,D,CYK*,82,300000,1,No,20.06.1994,??????,Russia,Russia,0,0,14795,0,0,White,Back,No,Yes,Bauer,Easton Synergy,CCM
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Igor,Golovkov,3612,3487,D,CKV,2,200000,0,No,17.05.1990,??????,Russia,Russia,0,0,14078,14078,14078,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
2,Artyom,Borodkin,1049,1099,D,CKV,5,200000,1,No,11.10.1991,?????????,Russia,Russia,0,0,14781,0,0,Pale,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,CCM
3,Yaroslav,Busygin,6154,5491,D,CKV,9,0,0,No,14.02.2003,"",Russia,Russia,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
4,Roman,Abrosimov,4922,4075,D,CKV,17,100000,3,No,31.07.1994,??????,Russia,Russia,0,0,10660,0,0,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
5,Yegor,Voronkov,4058,1217,D,CKV,59,200000,1,No,23.01.1997,??????,Russia,Russia,0,0,13595,0,0,Pale,Not Tucked In,No,Yes,Jofa,Bauer Vapor XX,Bauer 8090
6,Alexei,Volgin,4491,3872,D,CKV,63,200000,1,No,12.05.1990,??????,Russia,Russia,0,0,15252,0,0,White,Back,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
